,nx,ny,rsx,rsy,lsx,lsy,rhx,rhy,lhx,lhy,rkx,rky,lkx,lky,label,original_index
70,0,5.2173913,0,0,0,0,0,0,6.9565217,0,0,0,0,0,0,140
71,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,142
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
73,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,146
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
82,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,164
83,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,166
84,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,168
85,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,170
86,0,-5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,172
87,0,-5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,174
88,0,-5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,176
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
92,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,184
93,0,-5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,186
94,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,188
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
97,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,194
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
106,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,212
107,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,214
108,0,5.2173913,0,0,0,0,0,0,0,0,0,0,0,0,0,216
109,-6.95652175,-26.08695652,-13.9130434,-20.86956522,0,-31.30434782,-13.9130435,-46.9565218,-6.95652174,-41.7391305,34.78260873,-46.9565217,6.95652174,-41.7391304,0,224
110,-6.95652175,-26.08695652,-13.9130434,-20.86956522,0,-26.08695652,-13.9130435,-41.7391305,-6.95652174,-46.9565218,-6.9565218,-46.9565217,6.95652174,-41.7391304,0,226
111,-6.95652175,-26.08695652,-13.9130434,-20.86956522,0,-26.08695652,-13.9130435,-41.7391305,-6.95652174,-46.9565218,-6.9565218,-46.9565217,6.95652174,-41.7391304,0,228
112,-6.95652175,-26.08695652,-13.9130434,-20.86956522,0,-26.08695652,-13.9130435,-41.7391305,0,-46.9565218,-6.9565218,-46.9565217,0,-41.7391304,0,230
113,0,-26.08695652,-13.9130434,-20.86956522,0,-26.08695652,-13.9130435,-41.7391305,0,-41.7391305,-13.9130435,-52.173913,0,-46.9565217,0,232
114,0,-26.08695652,-6.9565217,-20.86956522,0,-31.30434783,-13.9130435,-46.9565218,0,-46.9565218,-6.9565218,-52.173913,0,-52.173913,0,234
115,0,-26.08695653,-6.9565217,-20.86956522,0,-31.30434783,-13.9130435,-41.7391305,0,-46.9565218,-6.9565218,-57.3913044,0,-52.173913,0,236
116,0,-26.08695653,-6.9565217,-26.08695653,0,-31.30434783,-13.9130435,-41.7391305,0,-46.9565218,-6.9565218,-52.173913,0,-52.173913,0,238
117,0,-26.08695653,0,-26.08695653,0,-31.30434783,0,-41.7391305,0,-46.9565218,-6.9565218,-57.3913044,0,-57.3913044,0,240
118,0,-31.30434783,0,-20.86956523,0,-31.30434783,0,-41.7391305,0,-41.7391305,-6.9565218,-52.1739131,0,-52.1739131,0,242
119,0,-26.08695653,0,-20.86956523,0,-31.30434783,0,-41.7391304,0,-41.7391304,-6.9565218,-52.1739131,0,-46.9565218,0,244
120,0,-26.08695653,0,-20.86956523,0,-31.30434783,0,-36.5217391,0,-41.7391304,0,-41.7391305,0,-41.7391305,0,246
121,6.95652175,-20.86956523,0,-20.86956523,0,-31.30434783,0,-41.7391304,0,-41.7391304,-6.9565218,-41.7391305,0,-46.9565218,0,248
122,6.95652175,-20.86956523,0,-15.65217391,0,-26.08695653,0,-36.5217391,0,-36.5217391,-6.9565218,-36.5217392,0,-46.9565218,0,250
123,6.95652175,-15.65217391,6.9565217,-15.65217391,0,-26.08695653,0,-31.3043478,6.95652174,-36.5217391,-6.9565218,-36.5217392,0,-46.9565218,0,252
124,6.95652175,-15.65217391,6.9565217,-15.65217391,0,-20.86956521,0,-31.3043478,6.95652174,-31.3043478,-6.9565218,-36.5217392,0,-41.7391305,0,254
125,6.95652175,-20.86956521,6.9565217,-15.65217391,0,-20.86956521,0,-26.0869565,6.95652174,-31.3043478,-6.9565218,-31.3043479,0,-36.5217392,0,256
126,6.95652175,-20.86956521,6.9565217,-10.43478261,0,-20.86956521,0,-26.0869565,6.95652174,-26.0869565,-6.9565218,-26.0869566,0,-36.5217392,0,258
127,6.95652175,-15.65217391,6.9565217,-10.43478261,0,-20.86956521,6.9565218,-26.0869565,6.95652174,-26.0869565,-6.9565218,-26.0869566,0,-36.5217392,0,260
128,6.95652175,-15.65217391,0,-10.43478261,0,-15.65217391,6.9565218,-20.8695652,0,-26.0869565,-6.9565218,-20.8695653,0,-36.5217392,0,262
129,6.95652175,-15.65217391,0,-10.43478261,0,-15.65217391,0,-26.0869565,0,-31.3043478,-6.9565218,-26.0869566,0,-36.5217392,0,264
130,0,-15.65217391,0,-15.65217391,0,-15.65217391,0,-26.0869565,0,-26.0869565,0,-26.0869566,0,-36.5217392,0,266
131,0,-15.65217391,0,-15.65217391,0,-15.65217391,0,-26.0869565,0,-26.0869565,0,-31.3043479,0,-36.5217392,0,268
132,0,-15.65217391,-6.9565218,-15.65217391,0,-15.65217391,0,-31.3043478,0,-31.3043478,0,-31.3043479,0,-36.5217392,0,270
133,-6.95652175,-20.86956522,-6.9565218,-20.86956522,0,-20.86956522,0,-31.3043478,0,-31.3043478,0,-31.3043479,0,-36.5217392,0,272
134,-6.95652175,-20.86956522,-13.9130435,-20.86956522,0,-15.65217391,-6.9565217,-31.3043478,-6.95652174,-26.0869565,0,-31.3043479,0,-31.3043479,0,274
135,-13.91304349,-15.65217391,-13.9130435,-20.86956522,0,-15.65217391,-6.9565217,-31.3043478,-6.95652174,-31.3043478,-6.9565217,-31.3043478,0,-31.3043479,0,276
136,-13.91304349,-20.86956521,-13.9130435,-20.86956521,0,-15.65217391,-6.9565217,-31.3043478,-6.95652174,-26.0869565,-6.9565217,-36.5217392,0,-36.5217392,0,278
137,-13.91304349,-20.86956521,-20.8695652,-20.86956521,0,-15.65217391,-13.9130435,-31.3043478,-6.95652174,-31.3043478,-6.9565217,-36.5217391,0,-31.3043478,0,280
138,-13.91304349,-15.65217391,-20.8695652,-20.86956521,0,-15.65217391,-13.9130435,-31.3043478,-6.95652174,-31.3043478,-6.9565217,-36.5217391,0,-31.3043478,0,282
139,-13.91304349,-15.65217391,-20.8695652,-20.86956521,0,-15.65217391,-13.9130435,-26.0869565,-6.95652174,-26.0869565,-6.9565217,-31.3043478,0,-26.0869565,0,284
140,-13.91304349,-15.65217391,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-26.0869565,-6.95652174,-26.0869565,-13.9130435,-31.3043478,0,-31.3043478,0,286
141,-13.91304349,-15.65217391,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-20.8695652,-6.95652174,-20.8695652,-13.91304345,-31.3043478,0,-26.0869565,0,288
142,-13.91304349,-15.65217391,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-20.8695652,-6.95652174,-20.8695652,-13.91304345,-31.3043478,0,-26.0869565,0,290
143,-13.91304349,-15.65217391,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-20.8695652,-13.91304348,-20.8695652,-13.91304345,-26.0869565,0,-20.8695652,0,292
144,-13.91304349,-15.65217391,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-20.8695652,-13.91304348,-20.8695652,-13.91304345,-26.0869565,-6.95652174,-20.8695652,0,294
145,-13.91304349,-10.43478261,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-20.8695652,-13.91304348,-20.8695652,-13.91304345,-31.3043478,-6.95652174,-20.8695652,0,296
146,-13.91304349,-10.43478261,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-20.8695652,-13.91304348,-20.8695652,-13.91304345,-31.3043478,-6.95652174,-20.8695652,0,298
147,-13.91304349,-10.43478261,-20.8695652,-15.65217391,0,-10.43478261,-13.9130435,-26.0869565,-13.91304348,-26.0869565,-13.91304345,-31.3043478,-6.95652174,-20.8695652,0,300
148,-13.91304349,-15.65217392,-13.9130435,-15.65217391,0,-15.65217392,-13.9130435,-26.0869565,-6.95652174,-26.0869565,-13.91304345,-31.3043478,-6.95652174,-20.8695652,0,302
149,-13.91304349,-15.65217392,-13.9130435,-15.65217391,0,-15.65217392,-6.9565217,-20.8695652,-6.95652174,-20.8695652,-13.91304345,-26.0869565,-6.95652174,-20.8695652,0,304
150,-6.95652174,-15.65217392,-13.9130435,-15.65217392,0,-15.65217392,-6.9565217,-20.8695652,-6.95652174,-20.8695652,-13.91304345,-31.3043478,-6.95652174,-20.8695652,0,306
151,-6.95652174,-15.65217392,-13.9130435,-15.65217392,0,-15.65217392,-6.9565217,-20.8695652,-6.95652174,-20.8695652,-13.91304345,-26.0869565,-6.95652174,-26.0869565,0,308
152,0,-15.65217392,-6.9565217,-15.65217392,0,-15.65217392,-6.9565217,-15.6521739,-6.95652174,-15.6521739,-13.91304345,-26.0869565,-6.95652174,-26.0869565,0,310
153,0,-10.43478261,-6.9565217,-10.43478261,0,-10.43478261,-6.9565217,-20.86956522,-6.95652174,-20.86956522,-13.91304345,-20.8695652,-6.95652174,-20.8695652,0,312
154,-6.95652174,-10.43478261,-6.9565217,-10.43478261,0,-10.43478261,0,-15.65217392,0,-20.86956522,-13.91304345,-20.8695652,-6.95652174,-20.8695652,0,314
155,0,-10.43478261,-6.9565217,-10.43478261,0,-10.43478261,0,-15.65217392,0,-15.65217392,-6.95652175,-15.6521739,-6.95652174,-26.0869565,0,316
156,0,-5.21739131,-6.9565217,-5.21739131,0,-10.43478261,0,-15.65217392,0,-15.65217392,-6.95652175,-15.6521739,-6.95652174,-20.8695652,0,318
157,0,-5.21739131,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-10.43478262,-6.95652175,-15.6521739,-6.95652174,-20.8695652,0,320
158,0,-5.21739131,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-10.43478262,-6.95652175,-10.4347826,-6.95652174,-20.8695652,0,322
159,0,-5.21739131,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-10.43478262,-6.95652175,-15.6521739,-6.95652174,-20.8695652,0,324
160,0,-5.21739131,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-10.43478262,-6.95652175,-15.6521739,-6.95652174,-15.6521739,0,326
161,0,-5.21739131,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-10.43478262,0,-15.6521739,-6.95652174,-15.6521739,0,328
162,0,-10.43478261,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-10.43478262,0,-15.6521739,-6.95652174,-15.6521739,0,330
163,0,-10.43478261,0,-5.21739131,0,-10.43478261,-6.95652175,-10.43478262,0,-15.65217392,0,-15.6521739,-6.95652174,-20.8695652,0,332
164,0,-10.43478261,-6.95652175,-10.43478261,0,-10.43478261,-6.95652175,-15.65217392,0,-15.65217392,0,-15.6521739,0,-20.8695652,0,334
165,0,-10.43478261,-6.95652175,-10.43478261,0,-10.43478261,-6.95652175,-15.65217392,-6.95652174,-15.65217392,0,-10.4347826,0,-15.6521739,0,336
166,0,-10.43478261,-6.95652175,-10.43478261,0,-10.43478261,-13.91304349,-15.65217392,-6.95652174,-15.65217392,0,-10.4347826,0,-15.6521739,0,338
167,0,-10.43478261,-6.95652175,-10.43478261,0,-10.43478261,-13.91304349,-10.43478262,-6.95652174,-10.43478262,0,-10.4347826,0,-15.6521739,0,340
168,0,-5.2173913,-6.95652175,-10.43478261,0,-5.2173913,-13.91304349,-10.43478262,-6.95652174,-10.43478262,0,-10.4347826,0,-10.4347826,0,342
169,0,-5.2173913,-6.95652175,-10.43478261,0,-5.2173913,-13.91304349,-10.43478262,-6.95652174,-10.43478262,0,-10.4347826,0,-10.4347826,0,344
170,-6.95652174,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-10.43478262,-6.95652174,-10.43478262,0,-5.2173913,0,-10.4347826,0,346
171,-6.95652174,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-10.43478262,-6.95652174,-10.43478262,0,-10.4347826,0,-5.2173913,0,348
172,-13.91304348,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-10.43478262,-6.95652174,-10.43478262,-6.95652174,-5.2173913,0,-5.2173913,0,350
173,-13.91304348,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-5.2173913,-6.95652174,-5.2173913,-6.95652174,-5.2173913,0,-5.2173913,0,352
174,-6.95652174,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-5.2173913,-6.95652174,-5.2173913,-6.95652174,-5.2173913,0,-5.2173913,0,354
175,-6.95652174,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-5.2173913,-6.95652174,-5.2173913,-6.95652174,-5.2173913,0,0,0,356
176,-6.95652174,-5.2173913,-6.95652175,-5.2173913,0,-5.2173913,-13.91304349,-5.2173913,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,0,358
177,-6.95652174,-5.2173913,-6.95652175,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,-6.95652174,0,0,360
178,-6.95652174,-5.2173913,-13.91304349,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,0,362
179,-6.95652174,-5.2173913,-13.91304349,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,-6.95652174,0,0,364
180,-6.95652174,-5.2173913,-13.91304349,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,-6.95652174,0,0,366
181,-6.95652174,-5.2173913,-13.91304349,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,-6.95652174,0,0,368
182,-6.95652174,0,-13.91304349,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,-5.2173913,-6.95652174,0,-6.95652174,0,0,370
183,-6.95652174,0,-13.91304349,-5.2173913,0,0,-6.95652174,-5.2173913,-6.95652174,0,-6.95652174,0,-6.95652174,5.2173913,0,372
184,-6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,-6.95652174,0,-6.95652174,0,-6.95652174,5.2173913,0,374
185,-6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,0,0,-6.95652174,0,-6.95652174,0,0,376
186,-6.95652174,0,-6.95652174,0,0,0,0,0,0,0,-6.95652174,0,-6.95652174,0,0,378
187,-6.95652174,0,-6.95652174,0,0,0,0,0,0,0,-6.95652174,0,-6.95652174,0,0,380
188,-6.95652174,0,-6.95652174,0,0,0,0,0,0,0,-6.95652174,0,-6.95652174,0,0,382
189,-6.95652174,0,-6.95652174,0,0,-5.21739131,0,0,0,0,-6.95652174,0,-6.95652174,0,0,384
190,0,0,-6.95652174,0,0,-5.21739131,0,0,6.95652174,0,-6.95652174,0,0,0,0,386
191,0,0,-6.95652174,0,0,-5.21739131,0,0,6.95652174,0,-6.95652174,5.2173913,0,0,0,388
192,0,0,-6.95652174,0,0,-5.21739131,-6.95652174,0,6.95652174,0,0,0,0,0,0,390
193,0,0,-6.95652174,0,0,-5.21739131,-6.95652174,0,6.95652174,0,0,0,0,0,0,392
194,6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,6.95652174,0,0,0,0,0,0,394
195,6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,6.95652174,0,0,0,0,0,0,396
196,6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,6.95652174,0,0,0,6.95652174,0,0,398
197,6.95652174,0,-13.91304348,0,0,0,-6.95652174,0,6.95652174,0,0,0,6.95652174,0,0,400
198,6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,13.91304348,0,0,0,6.95652174,-5.2173913,0,402
199,6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,13.91304348,0,-6.95652174,0,6.95652174,0,0,404
200,6.95652174,0,-6.95652174,0,0,0,-6.95652174,5.2173913,13.91304348,0,-6.95652174,0,6.95652174,0,0,406
201,6.95652174,0,-6.95652174,0,0,0,-6.95652174,0,13.91304348,0,-6.95652174,0,6.95652174,0,0,408
